,true,pred
0,-0.33259347081184387,-0.33967435359954834
1,-0.33965256810188293,-0.34856611490249634
2,-0.34602224826812744,-0.35735929012298584
3,-0.3517422080039978,-0.3632809817790985
4,-0.3568350672721863,-0.3684117794036865
5,-0.3613073527812958,-0.3718133270740509
6,-0.3651626706123352,-0.37369996309280396
7,-0.36839690804481506,-0.37528860569000244
8,-0.3710043430328369,-0.37687140703201294
9,-0.37297844886779785,-0.37798580527305603
10,-0.3743111193180084,-0.378770112991333
11,-0.37499547004699707,-0.37905383110046387
12,-0.3750251233577728,-0.37876006960868835
13,-0.3743942975997925,-0.3773752450942993
14,-0.37309888005256653,-0.37491482496261597
15,-0.3711361885070801,-0.3713681697845459
16,-0.3685046434402466,-0.3676227629184723
17,-0.365204393863678,-0.3637298345565796
18,-0.36123737692832947,-0.3599868714809418
19,-0.3566071093082428,-0.3563396632671356
20,-0.3513185679912567,-0.35129857063293457
21,-0.34537848830223083,-0.3449150621891022
22,-0.33879542350769043,-0.33718550205230713
23,-0.33157965540885925,-0.3293365240097046
24,-0.3237431049346924,-0.320914626121521
25,-0.31529927253723145,-0.31254109740257263
26,-0.3062632977962494,-0.3046017587184906
27,-0.2966519594192505,-0.2962489128112793
28,-0.2864837646484375,-0.2866251766681671
29,-0.2757788300514221,-0.2755337953567505
30,-0.264558881521225,-0.2634412348270416
31,-0.2528470754623413,-0.2506906986236572
32,-0.24066804349422455,-0.2372816503047943
33,-0.2280476838350296,-0.22369125485420227
34,-0.2150133103132248,-0.2098199725151062
35,-0.20159348845481873,-0.19675157964229584
36,-0.18781809508800507,-0.1835770308971405
37,-0.17371833324432373,-0.1706404834985733
38,-0.1593266874551773,-0.15775533020496368
39,-0.14467699825763702,-0.14376555383205414
40,-0.12980365753173828,-0.12913797795772552
41,-0.1147414818406105,-0.11444023251533508
42,-0.0995267778635025,-0.0995536744594574
43,-0.08419640362262726,-0.08481922000646591
44,-0.06878777593374252,-0.07013633847236633
45,-0.05333884805440903,-0.05560602992773056
46,-0.03788813576102257,-0.04086250811815262
47,-0.022474704310297966,-0.026370229199528694
48,-0.0071381679736077785,-0.012307392433285713
49,0.008081793785095215,0.0017970167100429535
50,0.023146189749240875,0.016832008957862854
51,0.038014911115169525,0.03225959092378616
52,0.05264817550778389,0.04759105294942856
53,0.06700664013624191,0.06281033158302307
54,0.08105140179395676,0.07779661566019058
55,0.09474398195743561,0.09225934743881226
56,0.10804636031389236,0.10601755976676941
57,0.12092093378305435,0.11916190385818481
58,0.13333061337471008,0.13176850974559784
59,0.1452406942844391,0.14398740231990814
60,0.15661552548408508,0.15606923401355743
61,0.167419895529747,0.16813716292381287
62,0.17762018740177155,0.17927122116088867
63,0.18718433380126953,0.18902342021465302
64,0.19608193635940552,0.19786778092384338
65,0.20428413152694702,0.20582827925682068
66,0.21176369488239288,0.2130228579044342
67,0.2184949815273285,0.21939978003501892
68,0.22445395588874817,0.22527644038200378
69,0.2296181619167328,0.23050403594970703
70,0.23396678268909454,0.2343636006116867
71,0.23748089373111725,0.23747742176055908
72,0.24014337360858917,0.23978662490844727
73,0.24193917214870453,0.24180859327316284
74,0.24285559356212616,0.2428363412618637
75,0.24288222193717957,0.2425130307674408
76,0.2420109659433365,0.24121461808681488
77,0.2402360737323761,0.2392730563879013
78,0.23755408823490143,0.23639939725399017
79,0.23396381735801697,0.23231136798858643
80,0.22946621477603912,0.2271079421043396
81,0.22406461834907532,0.220977783203125
82,0.21776476502418518,0.2142421454191208
83,0.21057473123073578,0.2067602425813675
84,0.2025049924850464,0.19863136112689972
85,0.1935683786869049,0.189737468957901
86,0.18378011882305145,0.17991989850997925
87,0.17315778136253357,0.1691606640815735
88,0.1617211103439331,0.15759046375751495
89,0.14949168264865875,0.14533334970474243
90,0.13649305701255798,0.1324453502893448
91,0.12275071442127228,0.11891525983810425
92,0.1082921251654625,0.10472738742828369
93,0.09314669668674469,0.08987541496753693
94,0.0773458182811737,0.07437703758478165
95,0.060922812670469284,0.05827496945858002
96,0.04391297698020935,0.041627027094364166
97,0.026353560388088226,0.024487199261784554
98,0.008283772505819798,0.006864247843623161
99,-0.010256504639983177,-0.011282911524176598
100,-0.029226848855614662,-0.029931535944342613
101,-0.048584360629320145,-0.04905986040830612
102,-0.06828498840332031,-0.06860176473855972
103,-0.08828353881835938,-0.08845393359661102
104,-0.10853371024131775,-0.10859043896198273
105,-0.12898775935173035,-0.12895900011062622
106,-0.14959672093391418,-0.14955931901931763
107,-0.1703110933303833,-0.17026302218437195
108,-0.19108086824417114,-0.19101737439632416
109,-0.21185550093650818,-0.21173256635665894
110,-0.23258331418037415,-0.23228001594543457
111,-0.2532118558883667,-0.25260061025619507
112,-0.27368879318237305,-0.2726893126964569
113,-0.2939620316028595,-0.2925354242324829
114,-0.31397950649261475,-0.3121092617511749
115,-0.3336885869503021,-0.3313717842102051
116,-0.3530365824699402,-0.35022637248039246
117,-0.3719715476036072,-0.368588924407959
118,-0.390442430973053,-0.38656264543533325
119,-0.40839889645576477,-0.4043746292591095
120,-0.42579081654548645,-0.42195749282836914
121,-0.4425685703754425,-0.43887120485305786
122,-0.4586840867996216,-0.4548119604587555
123,-0.47409069538116455,-0.470039963722229
124,-0.4887431561946869,-0.48441529273986816
125,-0.5025971531867981,-0.4980217218399048
126,-0.5156095623970032,-0.5107383131980896
127,-0.5277394652366638,-0.5225619077682495
128,-0.5389478802680969,-0.5336642861366272
129,-0.5491978526115417,-0.5439091920852661
130,-0.5584540367126465,-0.5532156229019165
131,-0.5666829347610474,-0.5614224672317505
132,-0.5738537311553955,-0.5686113834381104
133,-0.5799380540847778,-0.5746951103210449
134,-0.5849100947380066,-0.5796526074409485
135,-0.5887462496757507,-0.5834745168685913
136,-0.5914252996444702,-0.5861010551452637
137,-0.5929288864135742,-0.5875130891799927
138,-0.5932416319847107,-0.5877113938331604
139,-0.5923510789871216,-0.5866519808769226
140,-0.5902476906776428,-0.5843310952186584
141,-0.5869244933128357,-0.5807218551635742
142,-0.5823773741722107,-0.5758286714553833
143,-0.5766056180000305,-0.5697498321533203
144,-0.5696115493774414,-0.5626183748245239
145,-0.5614007711410522,-0.5541936755180359
146,-0.5519819855690002,-0.5444749593734741
147,-0.541366696357727,-0.5335648059844971
148,-0.5295694470405579,-0.5217006802558899
149,-0.5166079998016357,-0.5088766813278198
150,-0.5025032162666321,-0.4950253963470459
151,-0.4872794449329376,-0.4800250232219696
152,-0.4709639549255371,-0.4639661908149719
153,-0.4535871744155884,-0.4469009041786194
154,-0.43518200516700745,-0.4288052022457123
155,-0.4157842993736267,-0.4099182188510895
156,-0.39543280005455017,-0.3900962769985199
157,-0.3741692006587982,-0.3694058954715729
158,-0.3520379066467285,-0.3477531969547272
159,-0.3290863335132599,-0.3252755105495453
160,-0.30536457896232605,-0.3018892705440521
161,-0.2809242904186249,-0.277712881565094
162,-0.25581982731819153,-0.25285837054252625
163,-0.23010776937007904,-0.2273600846529007
164,-0.2038467973470688,-0.20132790505886078
165,-0.1770976185798645,-0.17487601935863495
166,-0.14992301166057587,-0.1482437551021576
167,-0.12238767743110657,-0.12123814225196838
168,-0.09455719590187073,-0.09385377913713455
169,-0.06649918854236603,-0.0661303699016571
170,-0.03828240558505058,-0.038234271109104156
171,-0.00997653417289257,-0.010219326242804527
172,0.01834777183830738,0.017832260578870773
173,0.04661891609430313,0.04588233679533005
174,0.07476440817117691,0.07394754141569138
175,0.10271254926919937,0.10182435810565948
176,0.13038957118988037,0.12952382862567902
177,0.15772123634815216,0.15702803432941437
178,0.18463395535945892,0.18418557941913605
179,0.2110547572374344,0.21077977120876312
180,0.23691125214099884,0.236605703830719
181,0.2621317505836487,0.2616236209869385
182,0.28664514422416687,0.28584858775138855
183,0.3103809654712677,0.3091180622577667
184,0.3332699239253998,0.33132436871528625
185,0.35524508357048035,0.35245412588119507
186,0.3762373924255371,0.37246501445770264
187,0.396179735660553,0.3913620710372925
188,0.4150075316429138,0.4093521237373352
189,0.43265846371650696,0.42634710669517517
190,0.4490727484226227,0.442307710647583
191,0.4641929566860199,0.45699384808540344
192,0.4779640734195709,0.47048717737197876
193,0.49033355712890625,0.4826964735984802
194,0.5012513399124146,0.49348416924476624
195,0.5106739401817322,0.5027693510055542
196,0.5185540318489075,0.5105088353157043
197,0.5248453617095947,0.5166899561882019
198,0.5295071005821228,0.5213398337364197
199,0.5325040817260742,0.5244078040122986
200,0.5338068008422852,0.5258336663246155
201,0.5333911180496216,0.525568962097168
202,0.5312386155128479,0.5235881805419922
203,0.5273363590240479,0.5199102759361267
204,0.5216770172119141,0.5146011114120483
205,0.5142588019371033,0.5075077414512634
206,0.5050854086875916,0.49865999817848206
207,0.4941672086715698,0.48805558681488037
208,0.48152485489845276,0.47573694586753845
209,0.4671870768070221,0.46147266030311584
210,0.45119017362594604,0.44590818881988525
211,0.4335780739784241,0.4286623001098633
212,0.4144023060798645,0.4099178612232208
213,0.39372193813323975,0.389352947473526
214,0.37160053849220276,0.36725786328315735
215,0.34810906648635864,0.34357571601867676
216,0.3233233094215393,0.3184175491333008
217,0.2973186671733856,0.2921008765697479
218,0.27017009258270264,0.26469752192497253
219,0.24195219576358795,0.23636549711227417
220,0.2127392292022705,0.20704710483551025
221,0.18260572850704193,0.17703263461589813
222,0.1516236960887909,0.14623188972473145
223,0.11985859274864197,0.11477145552635193
224,0.08737532049417496,0.08272147923707962
225,0.05423866584897041,0.050349652767181396
226,0.020513255149126053,0.01730874367058277
227,-0.013736452907323837,-0.016544129699468613
228,-0.048446159809827805,-0.051038071513175964
229,-0.0835522934794426,-0.08605353534221649
230,-0.11898747086524963,-0.12135875225067139
231,-0.1546817123889923,-0.1567380726337433
232,-0.19056375324726105,-0.19207878410816193
233,-0.22655710577964783,-0.2271585315465927
234,-0.26258230209350586,-0.26203951239585876
235,-0.29855969548225403,-0.2970077097415924
236,-0.3344060480594635,-0.3317243158817291
237,-0.37003418803215027,-0.36675870418548584
238,-0.40535762906074524,-0.40261825919151306
239,-0.4402894675731659,-0.43822747468948364
240,-0.47473952174186707,-0.47266119718551636
241,-0.5086183547973633,-0.5064826607704163
242,-0.5418374538421631,-0.5394431352615356
243,-0.5743075013160706,-0.5713468790054321
244,-0.6059399843215942,-0.6034221649169922
245,-0.6366483569145203,-0.6339507699012756
246,-0.6663464903831482,-0.6633443832397461
247,-0.6949498057365417,-0.6920779347419739
248,-0.7223761081695557,-0.720980167388916
249,-0.7485451102256775,-0.747957170009613
250,-0.7733784317970276,-0.7740325331687927
251,-0.796800434589386,-0.7980328798294067
252,-0.8187386393547058,-0.8205246925354004
253,-0.8391231894493103,-0.8408745527267456
254,-0.8578870296478271,-0.8598058819770813
255,-0.8749671578407288,-0.878803014755249
256,-0.8903040289878845,-0.8966087698936462
257,-0.9038417339324951,-0.9119136333465576
258,-0.9155279994010925,-0.9243254065513611
259,-0.9253150224685669,-0.9347859025001526
260,-0.9331596493721008,-0.9435144066810608
261,-0.9390226006507874,-0.949627161026001
262,-0.9428690671920776,-0.9534585475921631
263,-0.9446693658828735,-0.9550179839134216
264,-0.9443985819816589,-0.9544379711151123
265,-0.9420369267463684,-0.951726496219635
266,-0.9375690817832947,-0.9466692209243774
267,-0.9309850931167603,-0.9389965534210205
268,-0.9222805500030518,-0.9286737442016602
269,-0.9114562273025513,-0.9155123233795166
270,-0.8985181450843811,-0.9003373384475708
271,-0.8834773898124695,-0.8836248517036438
272,-0.8663506507873535,-0.8654085397720337
273,-0.8471603393554688,-0.8455660343170166
274,-0.8259342312812805,-0.8233234286308289
275,-0.8027052283287048,-0.799196720123291
276,-0.777511477470398,-0.7737451791763306
277,-0.7503964900970459,-0.7461916208267212
278,-0.7214094996452332,-0.7168579697608948
279,-0.6906048655509949,-0.6855974197387695
280,-0.6580418944358826,-0.6516754627227783
281,-0.6237846612930298,-0.616400420665741
282,-0.587902307510376,-0.5798516869544983
283,-0.550468921661377,-0.5413422584533691
284,-0.5115634799003601,-0.5029111504554749
285,-0.4712692201137543,-0.4630610942840576
286,-0.42967361211776733,-0.4220846891403198
287,-0.38686829805374146,-0.3800341486930847
288,-0.3429490327835083,-0.33678922057151794
289,-0.2980155944824219,-0.2926308214664459
290,-0.25217121839523315,-0.2474566102027893
291,-0.20552244782447815,-0.20128819346427917
292,-0.1581791490316391,-0.154494971036911
293,-0.11025390774011612,-0.1070561558008194
294,-0.06186211481690407,-0.05920499563217163
295,-0.01312182191759348,-0.010985758155584335
296,0.035847339779138565,0.037316858768463135
297,0.08492252975702286,0.0857362374663353
298,0.13397930562496185,0.13457442820072174
299,0.18289217352867126,0.1829047054052353
300,0.23153457045555115,0.23030981421470642
301,0.2797788977622986,0.2769519090652466
302,0.3274964392185211,0.32325658202171326
303,0.3745576739311218,0.36987191438674927
304,0.42083239555358887,0.41555672883987427
305,0.4661892056465149,0.45988738536834717
306,0.5104953646659851,0.503535270690918
307,0.5536168813705444,0.5460684895515442
308,0.5954186916351318,0.586803138256073
309,0.6357642412185669,0.6267271637916565
310,0.6745158433914185,0.665814995765686
311,0.7115261554718018,0.703716516494751
312,0.746645450592041,0.7404300570487976
313,0.7797365188598633,0.7745495438575745
314,0.8106292486190796,0.806443989276886
315,0.8391191363334656,0.8364948034286499
316,0.8649671077728271,0.8638063669204712
317,0.8878996968269348,0.8884317278862
318,0.9076087474822998,0.9116841554641724
319,0.9237518906593323,0.9325937032699585
320,0.9359863996505737,0.9481593370437622
321,0.9438226222991943,0.9579905867576599
322,0.9463523030281067,0.9617124795913696
323,0.9425809383392334,0.9577714204788208
